Country_Name,Country_Code,Year,Month,Product_Code,Product_Name,Product_Category,Region,Export_Value_USD,Export_Units
Germany,DEU,2019,1,P009,Processed Foods,Food,Europe,1620529,1096.0
Japan,JPN,2021,11,P010,Computer Hardware,Electronics,Asia,2023301,265.0
India,IND,2022,6,P009,Processed Foods,Food,Asia,4083481,1639.0
UNITED STATES,USA,2020,5,P010,Computer Hardware,Electronics,North America,902748,490.0
Canada,CAN,2020,12,P004,Industrial Machinery,Machinery,North America,2156691,223.0
China,CHN,2020,3,P005,Agricultural Goods,Agriculture,Asia,471426,1543.0
United States,USA,2021,1,P008,Steel Materials,Metals,north america,1416163,1489.0
United States,USA,2020,8,P008,Steel Materials,Metals,North America,1264288,52.0
China,CHN,2020,12,P007,Automobiles,Automobile,Asia,-453129,1463.0
France,FRA,2020,10,P003,Textile Materials,Textiles,Europe,3731093,254.0
Brazil,BRA,2019,4,P006,Pharmaceutical Products,Healthcare,South America,4938359,1103.0
Australia,AUS,2020,5,P008,Steel Materials,Metals,Oceania,2310000,1769.0
Australia,AUS,2021,9,P006,pharmaceutical products,Healthcare,Oceania,2718198,328.0
Japan,JPN,2021,9,P004,Industrial Machinery,Machinery,Asia,3200626,1719.0
Australia,AUS,2022,10,P001,Crude Oil,Fuel,Oceania,2424308,1954.0
United Kingdom,GBR,2019,7,P004,Industrial Machinery,Machinery,Europe,422069,734.0
United States,USA,2021,2,P004,,Machinery,North America,451630,233.0
China,CHN,2023,11,P004,Industrial Machinery,Machinery,Asia,2222129,990.0
United Kingdom,GBR,2023,6,P001,Crude Oil,Fuel,Europe,2210343,584.0
India,IND,2023,1,P007,Automobiles,Automobile,Asia,2066293,542.0
Australia,AUS,2021,1,P005,Agricultural Goods,Agriculture,Oceania,2818590,97.0
Brazil,BRA,2021,11,P001,,Fuel,South America,4900274,1300.0
Canada,CAN,2022,4,P008,Steel Materials,Metals,north america,-71507,1249.0
Japan,JPN,2022,1,P008,Steel Materials,Metals,Asia,2399630,338.0
Canada,CAN,2019,4,P010,Computer Hardware,Electronics,North America,703300,1492.0
Brazil,BRA,2021,2,P001,Crude Oil,Fuel,South America,3043656,403.0
UNITED KINGDOM,GBR,2021,5,P005,,Agriculture,Europe,4927452,1935.0
United States,USA,2023,2,P007,Automobiles,Automobile,North America,-470370,632.0
INDIA,IND,2021,2,P010,Computer Hardware,Electronics,Asia,2046177,1349.0
China,CHN,2019,5,P005,Agricultural Goods,Agriculture,Asia,2045072,630.0
,DEU,2020,7,P005,Agricultural Goods,Agriculture,europe,81757,610.0
China,CHN,2022,9,P009,Processed Foods,Food,Asia,3063848,926.0
AUSTRALIA,AUS,2022,4,P004,Industrial Machinery,Machinery,Oceania,1230519,1255.0
Germany,DEU,2023,10,P002,Electronic Components,Electronics,Europe,4503895,53.0
Australia,AUS,2019,11,P008,Steel Materials,Metals,Oceania,872366,711.0
United States,USA,2022,5,P005,Agricultural Goods,Agriculture,North America,822804,1846.0
Germany,DEU,2022,10,P010,Computer Hardware,Electronics,Europe,3122672,1794.0
Germany,DEU,2020,5,P008,Steel Materials,Metals,Europe,4460864,997.0
Japan,JPN,2023,7,P002,Electronic Components,Electronics,Asia,4653480,1372.0
Brazil,BRA,2019,6,P006,Pharmaceutical Products,Healthcare,South America,2911359,1314.0
France,FRA,2020,5,P002,Electronic Components,Electronics,Europe,1366047,193.0
CHINA,CHN,2023,8,P002,Electronic Components,Electronics,Asia,1766285,1023.0
China,CHN,2021,7,P007,Automobiles,Automobile,asia,800007,1153.0
India,IND,2020,5,P008,steel materials,Metals,Asia,3384226,1892.0
Germany,DEU,2020,10,P002,Electronic Components,Electronics,Europe,3532086,183.0
Canada,CAN,2022,3,P008,Steel Materials,Metals,North America,2059605,473.0
Australia,AUS,2022,2,P008,Steel Materials,Metals,Oceania,620940,571.0
Australia,AUS,2022,10,P008,Steel Materials,Metals,Oceania,4258357,1279.0
India,IND,2023,2,P007,Automobiles,Automobile,Asia,989045,1784.0
Japan,JPN,2020,3,P008,Steel Materials,Metals,Asia,2214747,1670.0
Canada,CAN,2022,6,P002,Electronic Components,Electronics,North America,2785278,283.0
United Kingdom,GBR,2020,1,P002,electronic components,Electronics,Europe,2320975,175.0
Brazil,BRA,2022,1,P008,Steel Materials,Metals,South America,452828,910.0
Japan,JPN,2022,1,P003,Textile Materials,Textiles,Asia,2855658,427.0
Japan,JPN,2020,6,P003,Textile Materials,Textiles,Asia,1971487,1811.0
Australia,AUS,2022,4,P010,computer hardware,Electronics,Oceania,4124796,775.0
United Kingdom,GBR,2019,12,P002,Electronic Components,Electronics,europe,2848367,1366.0
China,CHN,2020,10,P005,Agricultural Goods,Agriculture,Asia,4866163,1270.0
Canada,CAN,2020,2,P001,crude oil,Fuel,North America,400176,893.0
China,CHN,2019,5,P009,Processed Foods,Food,Asia,4655268,1086.0
Canada,CAN,2019,6,P009,Processed Foods,Food,North America,1665588,105.0
Germany,DEU,2022,7,P004,Industrial Machinery,Machinery,Europe,4863130,1787.0
Brazil,BRA,2022,8,P003,Textile Materials,Textiles,South America,4090669,1580.0
United Kingdom,GBR,2022,9,P006,Pharmaceutical Products,Healthcare,Europe,4911979,207.0
Australia,AUS,2022,7,P008,Steel Materials,Metals,Oceania,-269612,942.0
Brazil,BRA,2020,1,P008,Steel Materials,Metals,South America,3295627,290.0
Canada,CAN,2019,2,P004,Industrial Machinery,Machinery,North America,4427591,1888.0
China,CHN,2022,5,P002,Electronic Components,Electronics,Asia,2619586,1386.0
Australia,AUS,2023,5,P007,Automobiles,Automobile,oceania,2044478,1890.0
Brazil,BRA,2022,10,P006,Pharmaceutical Products,Healthcare,South America,2466932,761.0
France,FRA,2020,9,P008,Steel Materials,Metals,Europe,174562,754.0
China,CHN,2022,4,P008,Steel Materials,Metals,Asia,4489809,845.0
France,FRA,2022,9,P008,Steel Materials,Metals,Europe,3390859,1442.0
United States,USA,2021,4,P008,Steel Materials,Metals,North America,1733108,129.0
United Kingdom,GBR,2019,8,P002,Electronic Components,Electronics,Europe,2151354,1211.0
India,IND,2019,7,P010,Computer Hardware,Electronics,Asia,1031741,937.0
Australia,AUS,2020,3,P004,Industrial Machinery,Machinery,Oceania,990952,251.0
Germany,DEU,2023,9,P007,Automobiles,Automobile,europe,98092,1746.0
Japan,JPN,2019,6,P008,Steel Materials,Metals,Asia,3039927,1503.0
France,FRA,2020,11,P009,Processed Foods,Food,Europe,4424329,1582.0
Canada,CAN,2021,1,P002,Electronic Components,Electronics,North America,-490300,933.0
United Kingdom,GBR,2022,12,P006,Pharmaceutical Products,Healthcare,Europe,4982650,1092.0
India,IND,2022,6,P001,Crude Oil,Fuel,Asia,4734217,1898.0
UNITED STATES,USA,2019,4,P009,Processed Foods,Food,North America,1892680,1162.0
,CHN,2022,1,P002,Electronic Components,Electronics,Asia,1853676,
Australia,AUS,2022,10,P002,Electronic Components,Electronics,Oceania,2753037,1614.0
United Kingdom,GBR,2020,7,P009,Processed Foods,Food,Europe,2560113,1938.0
Australia,AUS,2020,7,P002,Electronic Components,Electronics,Oceania,2920127,1857.0
Japan,JPN,2019,3,P002,Electronic Components,Electronics,Asia,342841,731.0
,FRA,2021,8,P010,Computer Hardware,Electronics,Europe,4119129,447.0
Australia,AUS,2021,12,P003,Textile Materials,Textiles,Oceania,3223879,485.0
Brazil,BRA,2019,11,P005,Agricultural Goods,Agriculture,South America,3418290,1734.0
United States,USA,2020,4,P004,Industrial Machinery,Machinery,north america,4396395,
,JPN,2019,4,P002,Electronic Components,Electronics,Asia,629229,207.0
China,CHN,2022,11,P007,Automobiles,Automobile,Asia,-215687,1837.0
India,IND,2019,5,P010,Computer Hardware,Electronics,Asia,2365665,
Germany,DEU,2021,3,P001,Crude Oil,Fuel,Europe,-222295,229.0
Australia,AUS,2022,6,P008,Steel Materials,Metals,Oceania,2948827,898.0
Germany,DEU,2021,2,P009,Processed Foods,Food,Europe,-41893,246.0
BRAZIL,BRA,2020,12,P010,Computer Hardware,Electronics,South America,1776226,571.0
United Kingdom,GBR,2020,12,P010,Computer Hardware,Electronics,Europe,573396,1072.0
Japan,JPN,2023,4,P002,Electronic Components,Electronics,Asia,4204445,394.0
United States,USA,2022,3,P002,Electronic Components,Electronics,North America,1843251,766.0
India,IND,2022,2,P009,Processed Foods,Food,Asia,3290666,107.0
Brazil,BRA,2020,3,P008,Steel Materials,Metals,South America,1724134,1009.0
UNITED KINGDOM,GBR,2021,10,P010,Computer Hardware,Electronics,Europe,1066980,697.0
France,FRA,2023,1,P003,Textile Materials,Textiles,Europe,1695988,1500.0
United States,USA,2022,3,P002,Electronic Components,Electronics,North America,220752,861.0
Japan,JPN,2020,8,P008,Steel Materials,Metals,Asia,-51346,1834.0
AUSTRALIA,AUS,2019,9,P004,Industrial Machinery,Machinery,Oceania,1232247,1255.0
United States,USA,2020,9,P010,Computer Hardware,Electronics,North America,1640807,823.0
Australia,AUS,2020,4,P010,Computer Hardware,Electronics,Oceania,-49504,1035.0
China,CHN,2022,8,P009,Processed Foods,Food,Asia,111077,63.0
India,IND,2019,1,P010,Computer Hardware,Electronics,Asia,3561247,1715.0
France,FRA,2023,6,P008,Steel Materials,Metals,Europe,751411,429.0
United Kingdom,GBR,2019,4,P005,Agricultural Goods,Agriculture,Europe,527935,1814.0
United States,USA,2021,5,P010,Computer Hardware,Electronics,North America,1858845,714.0
,AUS,2021,2,P006,Pharmaceutical Products,Healthcare,Oceania,-422003,1498.0
Canada,CAN,2023,6,P005,Agricultural Goods,Agriculture,North America,1541725,214.0
Japan,JPN,2023,12,P001,Crude Oil,Fuel,Asia,3262846,1133.0
Germany,DEU,2023,2,P009,Processed Foods,Food,Europe,3274423,1675.0
United States,USA,2019,7,P001,Crude Oil,Fuel,North America,767967,283.0
,JPN,2019,12,P009,Processed Foods,Food,Asia,2393717,1323.0
Brazil,BRA,2021,2,P005,Agricultural Goods,Agriculture,South America,4527162,1465.0
Japan,JPN,2023,1,P002,Electronic Components,Electronics,Asia,461320,1030.0
CHINA,CHN,2022,8,P005,Agricultural Goods,Agriculture,Asia,501141,301.0
Canada,CAN,2023,1,P004,Industrial Machinery,Machinery,North America,3937974,1031.0
Germany,DEU,2023,12,P006,Pharmaceutical Products,Healthcare,Europe,2530924,1785.0
United Kingdom,GBR,2020,3,P005,Agricultural Goods,Agriculture,Europe,1552684,425.0
Australia,AUS,2022,8,P004,Industrial Machinery,Machinery,Oceania,3542560,314.0
Australia,AUS,2023,11,P009,Processed Foods,Food,Oceania,1790023,340.0
UNITED KINGDOM,GBR,2020,10,P006,Pharmaceutical Products,Healthcare,Europe,861709,1116.0
Brazil,BRA,2021,5,P006,Pharmaceutical Products,Healthcare,South America,-496283,905.0
Australia,AUS,2022,10,P004,Industrial Machinery,Machinery,Oceania,1447933,1022.0
Germany,DEU,2023,12,P010,computer hardware,Electronics,europe,1086237,1700.0
United Kingdom,GBR,2020,11,P008,steel materials,Metals,Europe,1202419,1149.0
France,FRA,2020,12,P002,Electronic Components,Electronics,Europe,3117060,1436.0
United Kingdom,GBR,2023,5,P002,electronic components,Electronics,Europe,-110641,656.0
Australia,AUS,2023,8,P005,Agricultural Goods,Agriculture,Oceania,1960195,180.0
Germany,DEU,2022,7,P004,Industrial Machinery,Machinery,Europe,-458945,265.0
,FRA,2019,2,P003,Textile Materials,Textiles,Europe,4181947,1012.0
France,FRA,2021,11,P001,Crude Oil,Fuel,Europe,3869958,229.0
Japan,JPN,2020,4,P003,Textile Materials,Textiles,Asia,-204676,1259.0
Australia,AUS,2021,4,P006,Pharmaceutical Products,Healthcare,Oceania,1690305,1670.0
JAPAN,JPN,2022,4,P004,Industrial Machinery,Machinery,Asia,1582850,1035.0
China,CHN,2021,11,P004,Industrial Machinery,Machinery,Asia,981394,546.0
United States,USA,2021,1,P010,Computer Hardware,Electronics,North America,-467315,1653.0
Australia,AUS,2021,2,P008,Steel Materials,Metals,Oceania,2044727,841.0
Brazil,BRA,2022,4,P004,Industrial Machinery,Machinery,South America,3324696,1491.0
Brazil,BRA,2020,3,P007,Automobiles,Automobile,South America,777998,1444.0
France,FRA,2023,2,P001,Crude Oil,Fuel,Europe,4922700,365.0
Australia,AUS,2023,5,P006,,Healthcare,Oceania,-24217,168.0
Brazil,BRA,2023,6,P007,Automobiles,Automobile,South America,1771975,1422.0
Canada,CAN,2021,6,P008,steel materials,Metals,North America,3093854,373.0
China,CHN,2023,1,P003,Textile Materials,Textiles,Asia,1964075,864.0
India,IND,2020,12,P002,Electronic Components,Electronics,asia,416256,1153.0
Australia,AUS,2021,2,P003,Textile Materials,Textiles,Oceania,4524106,1171.0
Germany,DEU,2020,4,P008,Steel Materials,Metals,Europe,-168854,1519.0
Canada,CAN,2021,10,P008,Steel Materials,Metals,North America,3672274,1102.0
Australia,AUS,2020,6,P006,Pharmaceutical Products,Healthcare,Oceania,2214698,1351.0
Brazil,BRA,2023,8,P004,Industrial Machinery,Machinery,South America,566654,1872.0
India,IND,2021,11,P007,Automobiles,Automobile,Asia,496870,1951.0
Japan,JPN,2020,4,P010,,Electronics,asia,3668172,729.0
Australia,AUS,2022,4,P001,Crude Oil,Fuel,Oceania,4305094,745.0
China,CHN,2022,6,P010,Computer Hardware,Electronics,Asia,1504310,1389.0
FRANCE,FRA,2021,7,P009,Processed Foods,Food,Europe,4100143,532.0
China,CHN,2021,6,P008,Steel Materials,Metals,Asia,1696472,1349.0
India,IND,2020,7,P004,,Machinery,Asia,4330425,551.0
United Kingdom,GBR,2023,9,P005,Agricultural Goods,Agriculture,Europe,-154511,1336.0
India,IND,2022,7,P010,Computer Hardware,Electronics,Asia,3166006,719.0
Canada,CAN,2020,12,P008,Steel Materials,Metals,North America,4323377,131.0
Germany,DEU,2023,11,P002,Electronic Components,Electronics,Europe,1275132,1510.0
India,IND,2023,8,P004,Industrial Machinery,Machinery,Asia,3453445,2000.0
Australia,AUS,2023,12,P002,Electronic Components,Electronics,Oceania,2880156,1180.0
AUSTRALIA,AUS,2020,4,P005,Agricultural Goods,Agriculture,Oceania,241727,937.0
CANADA,CAN,2021,10,P003,Textile Materials,Textiles,North America,-125956,271.0
France,FRA,2023,9,P009,Processed Foods,Food,Europe,1724679,1847.0
China,CHN,2023,1,P006,Pharmaceutical Products,Healthcare,Asia,258021,1727.0
INDIA,IND,2020,3,P001,Crude Oil,Fuel,Asia,1384400,1367.0
Japan,JPN,2019,8,P001,Crude Oil,Fuel,Asia,1421956,1089.0
United States,USA,2022,2,P008,Steel Materials,Metals,North America,2023852,376.0
INDIA,IND,2019,2,P005,Agricultural Goods,Agriculture,Asia,-366867,1062.0
United States,USA,2021,11,P004,Industrial Machinery,Machinery,North America,4441116,1026.0
United Kingdom,GBR,2022,6,P003,Textile Materials,Textiles,Europe,1301846,234.0
China,CHN,2022,6,P006,Pharmaceutical Products,Healthcare,Asia,2728790,1144.0
United States,USA,2019,1,P010,Computer Hardware,Electronics,North America,-240123,1617.0
Canada,CAN,2019,7,P007,Automobiles,Automobile,North America,2837555,1826.0
Brazil,BRA,2019,3,P002,Electronic Components,Electronics,South America,3718946,686.0
China,CHN,2023,5,P002,Electronic Components,Electronics,Asia,-38903,1400.0
Germany,DEU,2022,2,P007,Automobiles,Automobile,Europe,3163034,193.0
France,FRA,2019,11,P010,Computer Hardware,Electronics,Europe,781360,195.0
Brazil,BRA,2021,1,P006,Pharmaceutical Products,Healthcare,South America,4453759,173.0
India,IND,2023,3,P004,Industrial Machinery,Machinery,Asia,1798000,1659.0
Canada,CAN,2021,5,P004,Industrial Machinery,Machinery,North America,2065444,1983.0
JAPAN,JPN,2023,2,P006,Pharmaceutical Products,Healthcare,Asia,1592141,755.0
Australia,AUS,2021,10,P002,Electronic Components,Electronics,Oceania,2481323,1556.0
India,IND,2023,3,P009,Processed Foods,Food,Asia,1447809,313.0
CHINA,CHN,2021,10,P006,Pharmaceutical Products,Healthcare,Asia,1900569,790.0
United States,USA,2020,5,P004,Industrial Machinery,Machinery,North America,3441169,160.0
Canada,CAN,2022,5,P006,Pharmaceutical Products,Healthcare,North America,2380032,1443.0
Germany,DEU,2019,2,P004,Industrial Machinery,Machinery,Europe,2909766,743.0
United Kingdom,GBR,2019,7,P010,Computer Hardware,Electronics,Europe,2779861,1958.0
Japan,JPN,2020,2,P005,Agricultural Goods,Agriculture,Asia,1317616,1079.0
China,CHN,2020,10,P003,Textile Materials,Textiles,Asia,1882576,1265.0
Brazil,BRA,2023,11,P002,Electronic Components,Electronics,south america,-369163,1651.0
India,IND,2021,3,P010,Computer Hardware,Electronics,Asia,-340547,1649.0
France,FRA,2023,9,P008,Steel Materials,Metals,Europe,4462352,922.0
India,IND,2022,9,P009,Processed Foods,Food,Asia,141680,732.0
United States,USA,2021,7,P007,Automobiles,Automobile,North America,3460446,150.0
Australia,AUS,2019,4,P003,Textile Materials,Textiles,Oceania,4169703,1957.0
United Kingdom,GBR,2019,11,P005,Agricultural Goods,Agriculture,Europe,2584494,644.0
United States,USA,2022,11,P002,Electronic Components,Electronics,North America,3611875,1778.0
Brazil,BRA,2022,7,P010,,Electronics,South America,3298457,816.0
Germany,DEU,2020,12,P002,Electronic Components,Electronics,Europe,1909439,427.0
Canada,CAN,2020,11,P002,Electronic Components,Electronics,north america,4820508,1302.0
China,CHN,2021,11,P003,Textile Materials,Textiles,Asia,20247,178.0
India,IND,2023,2,P004,Industrial Machinery,Machinery,Asia,1978783,1546.0
China,CHN,2020,10,P007,Automobiles,Automobile,Asia,846118,358.0
China,CHN,2019,12,P002,Electronic Components,Electronics,Asia,4242962,1175.0
,IND,2022,8,P007,Automobiles,Automobile,Asia,2592055,888.0
GERMANY,DEU,2021,6,P008,Steel Materials,Metals,Europe,9674,1718.0
Canada,CAN,2021,10,P001,Crude Oil,Fuel,North America,3021073,1404.0
,USA,2020,8,P007,Automobiles,Automobile,North America,4665590,1463.0
Australia,AUS,2023,12,P009,Processed Foods,Food,Oceania,915589,487.0
Canada,CAN,2019,2,P008,Steel Materials,Metals,North America,2150844,1179.0
India,IND,2023,10,P003,Textile Materials,Textiles,Asia,1321417,1692.0
India,IND,2023,3,P001,Crude Oil,Fuel,asia,2357792,1735.0
Australia,AUS,2023,1,P002,Electronic Components,Electronics,Oceania,1489583,1640.0
Germany,DEU,2021,12,P001,Crude Oil,Fuel,Europe,2076849,918.0
France,FRA,2022,9,P009,Processed Foods,Food,Europe,2593446,1683.0
Japan,JPN,2021,9,P008,Steel Materials,Metals,Asia,810702,528.0
India,IND,2022,5,P005,Agricultural Goods,Agriculture,Asia,3373479,241.0
Brazil,BRA,2022,7,P001,Crude Oil,Fuel,south america,211918,200.0
,CHN,2019,9,P005,Agricultural Goods,Agriculture,Asia,381552,257.0
Japan,JPN,2020,7,P010,Computer Hardware,Electronics,Asia,1019589,239.0
United States,USA,2019,1,P005,Agricultural Goods,Agriculture,North America,4461727,317.0
United Kingdom,GBR,2023,12,P007,Automobiles,Automobile,Europe,2776348,1074.0
BRAZIL,BRA,2020,8,P008,,Metals,South America,1250343,189.0
Canada,CAN,2021,12,P005,Agricultural Goods,Agriculture,North America,2468272,778.0
CHINA,CHN,2021,3,P002,Electronic Components,Electronics,Asia,267643,253.0
JAPAN,JPN,2023,3,P005,Agricultural Goods,Agriculture,Asia,4474407,
United States,USA,2021,3,P004,Industrial Machinery,Machinery,North America,1996803,810.0
CHINA,CHN,2022,2,P006,Pharmaceutical Products,Healthcare,asia,3032966,1533.0
United Kingdom,GBR,2021,2,P003,Textile Materials,Textiles,Europe,1732143,504.0
Japan,JPN,2023,8,P004,Industrial Machinery,Machinery,Asia,166881,309.0
Canada,CAN,2023,10,P006,Pharmaceutical Products,Healthcare,North America,3503409,1318.0
Japan,JPN,2022,7,P008,Steel Materials,Metals,Asia,3200796,1697.0
France,FRA,2019,4,P005,Agricultural Goods,Agriculture,Europe,892772,1406.0
China,CHN,2021,12,P005,agricultural goods,Agriculture,Asia,4824174,699.0
France,FRA,2019,6,P001,Crude Oil,Fuel,Europe,3712832,900.0
United States,USA,2020,8,P009,processed foods,Food,North America,2962298,988.0
Germany,DEU,2019,1,P005,Agricultural Goods,Agriculture,Europe,4054375,151.0
Germany,DEU,2021,6,P006,Pharmaceutical Products,Healthcare,europe,441707,479.0
China,CHN,2023,6,P001,Crude Oil,Fuel,Asia,4413241,825.0
United States,USA,2021,10,P006,Pharmaceutical Products,Healthcare,North America,2492936,1226.0
Japan,JPN,2021,6,P007,Automobiles,Automobile,Asia,1317962,1491.0
Australia,AUS,2020,3,P001,Crude Oil,Fuel,Oceania,2479091,1042.0
United States,USA,2023,3,P008,Steel Materials,Metals,North America,92206,1390.0
,USA,2022,9,P005,Agricultural Goods,Agriculture,North America,3682965,1155.0
Germany,DEU,2021,6,P009,Processed Foods,Food,Europe,-151209,948.0
Germany,DEU,2020,2,P002,Electronic Components,Electronics,Europe,1202100,1299.0
Japan,JPN,2022,3,P007,Automobiles,Automobile,Asia,4572155,
Brazil,BRA,2019,7,P005,Agricultural Goods,Agriculture,South America,-481446,207.0
Brazil,BRA,2023,5,P010,Computer Hardware,Electronics,South America,1662471,1962.0
Australia,AUS,2020,11,P002,Electronic Components,Electronics,Oceania,1084218,1980.0
Canada,CAN,2019,9,P006,Pharmaceutical Products,Healthcare,North America,-253433,55.0
Brazil,BRA,2020,9,P009,Processed Foods,Food,South America,3071782,1193.0
FRANCE,FRA,2021,1,P001,Crude Oil,Fuel,Europe,3520590,708.0
Australia,AUS,2022,4,P006,Pharmaceutical Products,Healthcare,Oceania,2744321,922.0
China,CHN,2022,4,P009,Processed Foods,Food,Asia,1213428,1165.0
Germany,DEU,2023,12,P006,Pharmaceutical Products,Healthcare,Europe,1100610,1893.0
,CHN,2023,2,P009,Processed Foods,Food,Asia,2446234,
Australia,AUS,2021,5,P008,Steel Materials,Metals,Oceania,3361290,1567.0
China,CHN,2023,3,P010,Computer Hardware,Electronics,Asia,1749302,1821.0
Brazil,BRA,2023,4,P004,Industrial Machinery,Machinery,South America,4453822,665.0
China,CHN,2020,9,P007,Automobiles,Automobile,Asia,738275,1939.0
Canada,CAN,2021,5,P005,Agricultural Goods,Agriculture,North America,2519035,1868.0
Australia,AUS,2021,10,P007,Automobiles,Automobile,Oceania,1034892,1022.0
United Kingdom,GBR,2023,3,P005,Agricultural Goods,Agriculture,Europe,3363843,301.0
France,FRA,2019,12,P005,Agricultural Goods,Agriculture,Europe,1406813,867.0
Brazil,BRA,2019,12,P005,Agricultural Goods,Agriculture,South America,475199,1682.0
France,FRA,2019,8,P007,Automobiles,Automobile,Europe,4945929,343.0
China,CHN,2019,11,P008,Steel Materials,Metals,Asia,3753261,1914.0
France,FRA,2021,2,P010,Computer Hardware,Electronics,Europe,852072,273.0
United Kingdom,GBR,2020,7,P007,Automobiles,Automobile,Europe,2368015,215.0
Canada,CAN,2020,6,P002,electronic components,Electronics,North America,-310236,917.0
United Kingdom,GBR,2019,4,P009,Processed Foods,Food,Europe,4676808,1339.0
Japan,JPN,2021,6,P003,Textile Materials,Textiles,Asia,756948,1413.0
France,FRA,2023,11,P002,Electronic Components,Electronics,Europe,4739266,1100.0
Canada,CAN,2020,6,P001,Crude Oil,Fuel,North America,4790671,1248.0
India,IND,2021,12,P006,Pharmaceutical Products,Healthcare,Asia,3711000,1535.0
Australia,AUS,2022,8,P010,Computer Hardware,Electronics,Oceania,1499135,558.0
Germany,DEU,2020,1,P003,Textile Materials,Textiles,Europe,-470420,1583.0
Canada,CAN,2020,3,P007,Automobiles,Automobile,North America,4494687,1860.0
,JPN,2021,9,P008,Steel Materials,Metals,Asia,2657788,470.0
Germany,DEU,2022,11,P009,Processed Foods,Food,Europe,-47826,311.0
Brazil,BRA,2021,4,P001,Crude Oil,Fuel,South America,59939,1138.0
,USA,2020,8,P008,Steel Materials,Metals,North America,1787193,1865.0
Australia,AUS,2020,9,P009,Processed Foods,Food,Oceania,3282998,829.0
France,FRA,2021,6,P008,Steel Materials,Metals,europe,-373378,
Canada,CAN,2020,11,P002,Electronic Components,Electronics,North America,2187308,518.0
CHINA,CHN,2019,3,P005,Agricultural Goods,Agriculture,Asia,3184861,1885.0
Australia,AUS,2023,6,P004,Industrial Machinery,Machinery,Oceania,1098628,241.0
United Kingdom,GBR,2020,4,P003,Textile Materials,Textiles,Europe,1705321,226.0
UNITED STATES,USA,2022,7,P004,,Machinery,North America,2713999,1704.0
India,IND,2019,12,P006,Pharmaceutical Products,Healthcare,Asia,3021341,1916.0
United States,USA,2021,1,P005,Agricultural Goods,Agriculture,North America,3311252,782.0
United Kingdom,GBR,2019,8,P004,Industrial Machinery,Machinery,Europe,1095091,474.0
Brazil,BRA,2019,4,P002,Electronic Components,Electronics,South America,1685314,211.0
China,CHN,2021,9,P007,Automobiles,Automobile,Asia,1338317,640.0
Japan,JPN,2023,6,P009,Processed Foods,Food,Asia,2921568,105.0
Brazil,BRA,2019,10,P008,Steel Materials,Metals,South America,1305429,92.0
China,CHN,2023,12,P004,Industrial Machinery,Machinery,Asia,1621437,1832.0
India,IND,2023,5,P008,Steel Materials,Metals,Asia,2258845,980.0
Germany,DEU,2022,8,P001,Crude Oil,Fuel,Europe,460651,1849.0
China,CHN,2022,1,P009,Processed Foods,Food,Asia,129666,1357.0
Australia,AUS,2023,2,P010,,Electronics,oceania,4935599,1916.0
Brazil,BRA,2021,5,P005,Agricultural Goods,Agriculture,South America,2150172,698.0
United States,USA,2021,2,P010,Computer Hardware,Electronics,North America,225644,65.0
Australia,AUS,2019,7,P003,Textile Materials,Textiles,Oceania,2364140,346.0
India,IND,2023,9,P009,Processed Foods,Food,Asia,3871072,1386.0
Canada,CAN,2020,3,P003,Textile Materials,Textiles,North America,3753634,805.0
Brazil,BRA,2020,6,P010,Computer Hardware,Electronics,South America,1910389,1621.0
,USA,2023,12,P010,Computer Hardware,Electronics,North America,-157936,535.0
United Kingdom,GBR,2022,11,P004,Industrial Machinery,Machinery,Europe,2170958,672.0
United States,USA,2023,5,P005,Agricultural Goods,Agriculture,North America,-170112,334.0
France,FRA,2023,9,P008,Steel Materials,Metals,Europe,3999763,919.0
Canada,CAN,2019,6,P007,Automobiles,Automobile,North America,4347939,1935.0
India,IND,2020,6,P005,Agricultural Goods,Agriculture,Asia,1373270,1467.0
China,CHN,2021,10,P006,Pharmaceutical Products,Healthcare,Asia,2791197,1776.0
Germany,DEU,2020,4,P008,Steel Materials,Metals,Europe,4112370,108.0
Japan,JPN,2023,7,P003,Textile Materials,Textiles,Asia,2738637,1282.0
Brazil,BRA,2022,9,P003,Textile Materials,Textiles,South America,2222895,1562.0
Japan,JPN,2023,10,P009,Processed Foods,Food,Asia,2283441,1623.0
Germany,DEU,2021,5,P001,Crude Oil,Fuel,Europe,560959,244.0
Japan,JPN,2021,12,P005,Agricultural Goods,Agriculture,Asia,-381368,630.0
Brazil,BRA,2022,4,P002,Electronic Components,Electronics,South America,269524,919.0
Germany,DEU,2023,1,P008,Steel Materials,Metals,Europe,1658026,1762.0
Japan,JPN,2021,11,P001,Crude Oil,Fuel,Asia,3699463,103.0
United States,USA,2019,9,P008,Steel Materials,Metals,North America,3752216,1324.0
India,IND,2022,8,P009,Processed Foods,Food,Asia,723772,360.0
Brazil,BRA,2021,9,P010,computer hardware,Electronics,South America,3160077,892.0
Brazil,BRA,2019,12,P010,Computer Hardware,Electronics,South America,1942848,1462.0
United States,USA,2022,2,P003,Textile Materials,Textiles,North America,4556860,1795.0
France,FRA,2023,4,P007,Automobiles,Automobile,Europe,3480959,1405.0
Brazil,BRA,2019,4,P008,Steel Materials,Metals,South America,1335137,324.0
United States,USA,2019,1,P004,Industrial Machinery,Machinery,North America,2047635,1983.0
